KELOMPOK,KODEJUR,JURUSAN,PTN,KODEPTN,NILAIMIN,dummy
1,111011,PENDIDIKAN DOKTER HEWAN ,UNSYIAH,11,33.31,abcde
1,111025,TEKNIK SIPIL ,UNSYIAH,11,37.31,abcde
1,111033,TEKNIK MESIN ,UNSYIAH,11,36.65,abcde
1,111041,TEKNIK KIMIA ,UNSYIAH,11,38.7,abcde
1,111055,ARSITEKTUR ,UNSYIAH,11,33.51,abcde
1,111063,TEKNIK ELEKTRO ,UNSYIAH,11,39.03,abcde
1,111071,AGROTEKNOLOGI ,UNSYIAH,11,26.67,abcde
1,111085,AGRIBISNIS ,UNSYIAH,11,29.51,abcde
1,111093,PETERNAKAN ,UNSYIAH,11,25.56,abcde
1,111106,TEKNOLOGI HASIL PERTANIAN ,UNSYIAH,11,29.45,abcde
1,111114,TEKNIK PERTANIAN ,UNSYIAH,11,30.76,abcde
1,111122,PENDIDIKAN BIOLOGI ,UNSYIAH,11,30.65,abcde
1,111136,PENDIDIKAN MATEMATIKA ,UNSYIAH,11,29.56,abcde
1,111144,PENDIDIKAN FISIKA ,UNSYIAH,11,30.06,abcde
1,111152,PENDIDIKAN KIMIA ,UNSYIAH,11,26.4,abcde
1,111166,PENDIDIKAN DOKTER ,UNSYIAH,11,43.01,abcde
1,111174,ILMU KEPERAWATAN ,UNSYIAH,11,31.4,abcde
1,111182,PENDIDIKAN DOKTER GIGI ,UNSYIAH,11,39.65,abcde
1,111196,MATEMATIKA ,UNSYIAH,11,29.03,abcde
1,111203,FISIKA ,UNSYIAH,11,28.65,abcde
1,111211,KIMIA ,UNSYIAH,11,27.79,abcde
1,111225,BIOLOGI ,UNSYIAH,11,30.37,abcde
1,111233,ILMU KELAUTAN ,UNSYIAH,11,30.4,abcde
1,111241,BUDIDAYA PERAIRAN ,UNSYIAH,11,29.65,abcde
1,111255,TEKNIK INDUSTRI ,UNSYIAH,11,35.82,abcde
1,111263,INFORMATIKA ,UNSYIAH,11,36.27,abcde
1,111271,FARMASI ,UNSYIAH,11,36.04,abcde
1,111285,TEKNIK GEOFISIKA ,UNSYIAH,11,28.02,abcde
1,111293,TEKNIK PERTAMBANGAN ,UNSYIAH,11,36.15,abcde
1,111306,STATISTIKA ,UNSYIAH,11,29.25,abcde
1,111314,PEMANFAATAN SUMBERDAYA PERIKANAN ,UNSYIAH,11,26.45,abcde
1,111322,ILMU TANAH ,UNSYIAH,11,26.28,abcde
1,111336,TEKNIK GEOLOGI ,UNSYIAH,11,32.25,abcde
1,111344,AGROTEKNOLOGI (PDD GAYO LUES) ,UNSYIAH,11,30.65,abcde
1,111352,PENDIDIKAN BIOLOGI (PDD GAYO LUES) ,UNSYIAH,11,28.95,abcde
1,111366,KEHUTANAN (PDD GAYO LUES) ,UNSYIAH,11,31.15,abcde
1,111374,PROTEKSI TANAMAN ,UNSYIAH,11,,abcde
1,111382,PERENCANAAN WILAYAH DAN KOTA ,UNSYIAH,11,,abcde
1,111396,KEHUTANAN ,UNSYIAH,11,,abcde
1,111403,TEKNIK KOMPUTER ,UNSYIAH,11,,abcde
2,112013,EKONOMI PEMBANGUNAN ,UNSYIAH,11,36.4,abcde
2,112021,MANAJEMEN ,UNSYIAH,11,37.75,abcde
2,112035,AKUNTANSI ,UNSYIAH,11,40.45,abcde
2,112043,ILMU HUKUM ,UNSYIAH,11,37.75,abcde
2,112051,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN ,UNSYIAH,11,25.77,abcde
2,112065,PENDIDIKAN SEJARAH ,UNSYIAH,11,26.93,abcde
2,112073,PENDIDIKAN EKONOMI ,UNSYIAH,11,35.77,abcde
2,112081,PENDIDIKAN GEOGRAFI ,UNSYIAH,11,35.15,abcde
2,112095,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNSYIAH,11,30.86,abcde
2,112102,PENDIDIKAN BAHASA INGGRIS ,UNSYIAH,11,36.21,abcde
2,112116,PENDIDIKAN SENI DRAMA TARI DAN MUSIK ,UNSYIAH,11,20.25,abcde
2,112124,PENDIDIKAN KESEJAHTERAAN KELUARGA ,UNSYIAH,11,25.15,abcde
2,112132,PEND. JASMANI KESEHATAN DAN REKREASI ,UNSYIAH,11,33.9,abcde
2,112146,BIMBINGAN KONSELING ,UNSYIAH,11,27.02,abcde
2,112154,PENDIDIKAN GURU SEKOLAH DASAR ,UNSYIAH,11,34.65,abcde
2,112162,PSIKOLOGI ,UNSYIAH,11,35.75,abcde
2,112176,ILMU POLITIK ,UNSYIAH,11,31.35,abcde
2,112184,SOSIOLOGI ,UNSYIAH,11,29.75,abcde
2,112192,ILMU KOMUNIKASI ,UNSYIAH,11,35.15,abcde
2,112205,PENDIDIKAN GURU PAUD ,UNSYIAH,11,25.15,abcde
2,112213,ILMU PEMERINTAHAN ,UNSYIAH,11,31.28,abcde
2,112221,EKONOMI ISLAM ,UNSYIAH,11,35.75,abcde
2,112235,MANAJEMEN (PDD GAYO LUES) ,UNSYIAH,11,34.25,abcde
1,121012,TEKNIK SIPIL ,UNIMAL,12,33.36,abcde
1,121026,TEKNIK MESIN ,UNIMAL,12,33.57,abcde
1,121034,TEKNIK KIMIA ,UNIMAL,12,34.34,abcde
1,121042,TEKNIK ELEKTRO ,UNIMAL,12,35.27,abcde
1,121056,TEKNIK INDUSTRI ,UNIMAL,12,34.36,abcde
1,121064,TEKNIK INFORMATIKA ,UNIMAL,12,35.29,abcde
1,121072,TEKNIK ARSITEKTUR ,UNIMAL,12,33.35,abcde
1,121086,AGROEKOTEKNOLOGI ,UNIMAL,12,26.27,abcde
1,121094,AGRIBISNIS ,UNIMAL,12,27.38,abcde
1,121101,BUDIDAYA PERAIRAN ,UNIMAL,12,26.99,abcde
1,121115,PENDIDIKAN DOKTER ,UNIMAL,12,40.37,abcde
1,121123,PENDIDIKAN FISIKA ,UNIMAL,12,22.75,abcde
1,121131,PENDIDIKAN KIMIA ,UNIMAL,12,22.75,abcde
1,121145,PENDIDIKAN MATEMATIKA ,UNIMAL,12,22.75,abcde
1,121153,PENDIDIKAN TEKNIK MESIN ,UNIMAL,12,22.75,abcde
1,121161,SISTEM INFORMASI ,UNIMAL,12,24.5,abcde
1,121175,ILMU KELAUTAN ,UNIMAL,12,,abcde
2,122014,MANAJEMEN ,UNIMAL,12,31.27,abcde
2,122022,AKUNTANSI ,UNIMAL,12,32.3,abcde
2,122036,ILMU EKONOMI & STUDI PEMBANGUNAN ,UNIMAL,12,30.65,abcde
2,122044,ILMU ADMINISTRASI NEGARA ,UNIMAL,12,28.49,abcde
2,122052,SOSIOLOGI ,UNIMAL,12,27.39,abcde
2,122066,ILMU POLITIK ,UNIMAL,12,28.47,abcde
2,122074,ANTROPOLOGI ,UNIMAL,12,28.47,abcde
2,122082,ILMU KOMUNIKASI ,UNIMAL,12,31.36,abcde
2,122096,ILMU HUKUM ,UNIMAL,12,31.37,abcde
2,122103,EKONOMI ISLAM ,UNIMAL,12,31.42,abcde
2,122111,PSIKOLOGI ,UNIMAL,12,32.55,abcde
2,122125,SASTRA INDONESIA ,UNIMAL,12,26.85,abcde
1,131013,TEKNIK SIPIL ,UTU,13,32.65,abcde
1,131021,TEKNIK MESIN ,UTU,13,32.78,abcde
1,131035,TEKNIK INDUSTRI ,UTU,13,33.55,abcde
1,131043,AGRIBISNIS ,UTU,13,29.25,abcde
1,131051,AGROTEKNOLOGI ,UTU,13,29.15,abcde
1,131065,PERIKANAN ,UTU,13,26.25,abcde
1,131073,KESEHATAN MASYARAKAT ,UTU,13,30.75,abcde
1,131081,AKUAKULTUR ,UTU,13,,abcde
1,131095,SUMBER DAYA AKUATIK ,UTU,13,,abcde
2,132015,EKONOMI PEMBANGUNAN ,UTU,13,33.55,abcde
2,132023,ILMU ADMINISTRASI NEGARA ,UTU,13,30.05,abcde
2,132031,SOSIOLOGI ,UTU,13,27.85,abcde
2,132045,ILMU KOMUNIKASI ,UTU,13,33.25,abcde
2,132053,MANAJEMEN ,UTU,13,,abcde
2,132061,AKUNTANSI ,UTU,13,,abcde
2,132075,ILMU HUKUM ,UTU,13,,abcde
1,141014,PENDIDIKAN MATEMATIKA ,UNIMED,14,29.87,abcde
1,141022,PENDIDIKAN BIOLOGI ,UNIMED,14,31.2,abcde
1,141036,PENDIDIKAN FISIKA ,UNIMED,14,29.16,abcde
1,141044,PENDIDIKAN KIMIA ,UNIMED,14,28.84,abcde
1,141052,PENDIDIKAN TEKNIK BANGUNAN ,UNIMED,14,25.15,abcde
1,141066,PENDIDIKAN TEKNIK MESIN ,UNIMED,14,28.54,abcde
1,141074,PENDIDIKAN TEKNIK ELEKTRO ,UNIMED,14,28.4,abcde
1,141082,KIMIA ,UNIMED,14,27.73,abcde
1,141096,BIOLOGI ,UNIMED,14,28.79,abcde
1,141103,ILMU KEOLAHRAGAAN ,UNIMED,14,26.79,abcde
1,141111,MATEMATIKA ,UNIMED,14,28.9,abcde
1,141125,FISIKA ,UNIMED,14,26.15,abcde
1,141133,PENDIDIKAN TEKNIK OTOMOTIF ,UNIMED,14,27.15,abcde
1,141141,GIZI ,UNIMED,14,,abcde
1,141155,TEKNIK ELEKTRO ,UNIMED,14,,abcde
1,141163,TEKNIK SIPIL ,UNIMED,14,,abcde
1,141171,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER ,UNIMED,14,,abcde
2,142024,PENDIDIKAN SEJARAH ,UNIMED,14,32.49,abcde
2,142032,PEND. PANCASILA & KEWARGANEGARAAN (PPKN) ,UNIMED,14,32.21,abcde
2,142046,PENDIDIKAN GEOGRAFI ,UNIMED,14,32.15,abcde
2,142054,"PEND. JASMANI, KESEHATAN & REKREASI ",UNIMED,14,32.15,abcde
2,142062,PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO) ,UNIMED,14,32.18,abcde
2,142076,PENDIDIKAN LUAR SEKOLAH (PLS) ,UNIMED,14,26.57,abcde
2,142084,PENDIDIKAN EKONOMI ,UNIMED,14,36.18,abcde
2,142092,MANAJEMEN ,UNIMED,14,36.88,abcde
2,142105,AKUNTANSI ,UNIMED,14,35.87,abcde
2,142113,"PEND. BAHASA, SASTRA INDONESIA & DAERAH ",UNIMED,14,35.59,abcde
2,142121,PENDIDIKAN BAHASA INGGRIS ,UNIMED,14,36.37,abcde
2,142135,PENDIDIKAN BAHASA PERANCIS ,UNIMED,14,27.99,abcde
2,142143,PENDIDIKAN BAHASA JERMAN ,UNIMED,14,28.96,abcde
2,142151,PENDIDIKAN SENI RUPA ,UNIMED,14,24.81,abcde
2,142165,SASTRA INDONESIA ,UNIMED,14,32.68,abcde
2,142173,SASTRA INGGRIS ,UNIMED,14,35.26,abcde
2,142195,PENDIDIKAN GURU SEKOLAH DASAR (PGSD) ,UNIMED,14,36.15,abcde
2,142202,PENDIDIKAN TATA BOGA ,UNIMED,14,29.65,abcde
2,142216,PENDIDIKAN TATA RIAS ,UNIMED,14,29.65,abcde
2,142224,PENDIDIKAN ANTROPOLOGI ,UNIMED,14,30.35,abcde
2,142232,PEND. GURU PENDIDIKAN ANAK USIA DINI ,UNIMED,14,30.35,abcde
2,142246,PENDIDIKAN BIMBINGAN DAN KONSELING ,UNIMED,14,33.56,abcde
2,142254,PENDIDIKAN AKUNTANSI ,UNIMED,14,33.65,abcde
2,142276,PENDIDIKAN ADMINISTRASI PERKANTORAN ,UNIMED,14,30.55,abcde
2,142284,PENDIDIKAN TATA NIAGA ,UNIMED,14,29.65,abcde
2,142292,PENDIDIKAN SENI TARI ,UNIMED,14,27.75,abcde
2,142305,PENDIDIKAN SENI MUSIK ,UNIMED,14,27.85,abcde
2,142313,PENDIDIKAN TATA BUSANA ,UNIMED,14,28.95,abcde
2,142321,SENI PERTUNJUKAN ,UNIMED,14,,abcde
1,151015,PENDIDIKAN DOKTER ,USU,15,43.62,abcde
1,151023,TEKNIK SIPIL ,USU,15,35.98,abcde
1,151031,TEKNIK MESIN ,USU,15,42.78,abcde
1,151045,TEKNIK ELEKTRO ,USU,15,42.48,abcde
1,151053,TEKNIK INDUSTRI ,USU,15,41.24,abcde
1,151061,TEKNIK KIMIA ,USU,15,38.59,abcde
1,151075,PENDIDIKAN DOKTER GIGI ,USU,15,39.37,abcde
1,151083,MATEMATIKA ,USU,15,31.03,abcde
1,151091,KIMIA ,USU,15,32.09,abcde
1,151104,FARMASI ,USU,15,38.45,abcde
1,151112,FISIKA ,USU,15,29.03,abcde
1,151126,ILMU KESEHATAN MASYARAKAT ,USU,15,39.62,abcde
1,151134,AGROEKOTEKNOLOGI ,USU,15,28.48,abcde
1,151142,KETEKNIKAN PERTANIAN ,USU,15,31.2,abcde
1,151156,BIOLOGI ,USU,15,30.65,abcde
1,151164,AGRIBISNIS ,USU,15,29.51,abcde
1,151172,ILMU DAN TEKNOLOGI PANGAN ,USU,15,30.15,abcde
1,151186,PETERNAKAN ,USU,15,27.51,abcde
1,151194,ARSITEKTUR ,USU,15,35.42,abcde
1,151201,ILMU KEPERAWATAN ,USU,15,36.23,abcde
1,151215,KEHUTANAN ,USU,15,26.4,abcde
1,151231,ILMU KOMPUTER ,USU,15,39.37,abcde
1,151245,TEKNOLOGI INFORMASI ,USU,15,38.37,abcde
1,151253,MANAJEMEN SUMBER DAYA PERAIRAN ,USU,15,39.15,abcde
1,151261,TEKNIK LINGKUNGAN ,USU,15,38.31,abcde
2,152011,ILMU HUKUM ,USU,15,41.15,abcde
2,152025,ILMU SEJARAH ,USU,15,27.58,abcde
2,152033,ANTROPOLOGI SOSIAL ,USU,15,30.9,abcde
2,152041,AKUNTANSI ,USU,15,42.96,abcde
2,152055,SOSIOLOGI ,USU,15,34.75,abcde
2,152063,ILMU KESEJAHTERAAN SOSIAL ,USU,15,31.65,abcde
2,152071,ILMU ADMINISTRASI NEGARA ,USU,15,37.4,abcde
2,152085,ILMU KOMUNIKASI ,USU,15,38.36,abcde
2,152093,MANAJEMEN ,USU,15,41.8,abcde
2,152106,EKONOMI PEMBANGUNAN ,USU,15,38.7,abcde
2,152114,ILMU POLITIK ,USU,15,34.15,abcde
2,152122,SASTRA INDONESIA ,USU,15,28.83,abcde
2,152136,SASTRA DAERAH UNTUK SASTRA MELAYU ,USU,15,24.49,abcde
2,152144,SASTRA INGGRIS ,USU,15,36.93,abcde
2,152152,SASTRA DAERAH UNTUK SASTRA BATAK ,USU,15,26.55,abcde
2,152166,SASTRA ARAB ,USU,15,25.45,abcde
2,152174,ETNO MUSIKOLOGI ,USU,15,29.04,abcde
2,152182,SASTRA JEPANG ,USU,15,35.6,abcde
2,152196,ILMU PERPUSTAKAAN ,USU,15,26.7,abcde
2,152203,SASTRA CINA ,USU,15,26.45,abcde
2,152225,ILMU ADMINISTRASI NIAGA/BISNIS ,USU,15,36.65,abcde
2,152233,PSIKOLOGI ,USU,15,35.31,abcde
1,161016,AGROTEKNOLOGI ,UNSAM,16,27.55,abcde
1,161024,AGRIBISNIS ,UNSAM,16,27.65,abcde
1,161032,BUDIDAYA PERAIRAN ,UNSAM,16,25.25,abcde
1,161046,PENDIDIKAN MATEMATIKA ,UNSAM,16,26.48,abcde
1,161054,PENDIDIKAN FISIKA ,UNSAM,16,25.75,abcde
1,161062,PENDIDIKAN KIMIA ,UNSAM,16,26.85,abcde
1,161076,PENDIDIKAN BIOLOGI ,UNSAM,16,26.85,abcde
1,161084,TEKNIK MESIN ,UNSAM,16,30.25,abcde
1,161092,TEKNIK SIPIL ,UNSAM,16,30.15,abcde
1,161105,TEKNIK INDUSTRI ,UNSAM,16,31.55,abcde
1,161113,TEKNIK INFORMATIKA ,UNSAM,16,31.45,abcde
1,161121,MATEMATIKA ,UNSAM,16,26.22,abcde
1,161135,FISIKA ,UNSAM,16,25.65,abcde
1,161143,KIMIA ,UNSAM,16,26.65,abcde
1,161151,BIOLOGI ,UNSAM,16,26.25,abcde
2,162012,ILMU HUKUM ,UNSAM,16,33.65,abcde
2,162026,EKONOMI MANAJEMEN ,UNSAM,16,37.75,abcde
2,162034,EKONOMI PEMBANGUNAN ,UNSAM,16,36.85,abcde
2,162042,PENDIDIKAN SEJARAH ,UNSAM,16,25.75,abcde
2,162056,PENDIDIKAN GEOGRAFI ,UNSAM,16,25.65,abcde
2,162064,PENDIDIKAN OLAHRAGA ,UNSAM,16,26.25,abcde
2,162072,PENDIDIKAN GURU SEKOLAH DASAR ,UNSAM,16,29.45,abcde
2,162086,PENDIDIKAN BAHASA INGGRIS ,UNSAM,16,32.25,abcde
2,162094,PENDIDIKAN BAHASA INDONESIA ,UNSAM,16,28.75,abcde
2,162101,AKUNTANSI ,UNSAM,16,,abcde
1,171011,PENDIDIKAN MATEMATIKA ,UNP,17,28.87,abcde
1,171025,MATEMATIKA (NK) ,UNP,17,27.83,abcde
1,171033,PENDIDIKAN BIOLOGI ,UNP,17,29.2,abcde
1,171041,BIOLOGI (NK) ,UNP,17,27.79,abcde
1,171055,PENDIDIKAN FISIKA ,UNP,17,28.16,abcde
1,171063,FISIKA (NK) ,UNP,17,26.33,abcde
1,171071,PENDIDIKAN KIMIA ,UNP,17,27.84,abcde
1,171085,KIMIA (NK) ,UNP,17,27.73,abcde
1,171093,PENDIDIKAN TEKNIK BANGUNAN ,UNP,17,27.15,abcde
1,171106,PENDIDIKAN TEKNIK ELEKTRO ,UNP,17,29.4,abcde
1,171114,PENDIDIKAN TEKNIK ELEKTRONIKA ,UNP,17,29.11,abcde
1,171122,PENDIDIKAN TEKNIK MESIN ,UNP,17,29.54,abcde
1,171136,PENDIDIKAN TEKNIK OTOMOTIF ,UNP,17,28.93,abcde
1,171144,PEND. TEKNIK INFORMATIKA DAN KOMPUTER ,UNP,17,29.37,abcde
1,171152,ILMU KEOLAHRAGAAN (NK) ,UNP,17,25.79,abcde
1,171166,TEKNIK PERTAMBANGAN (NK) ,UNP,17,28.65,abcde
1,171174,TEKNIK ELEKTRO INDUSTRI (NK) ,UNP,17,28.15,abcde
1,171182,PENDIDIKAN ILMU PENGETAHUAN ALAM ,UNP,17,,abcde
1,171196,TEKNIK SIPIL ,UNP,17,,abcde
2,172013,ADMINISTRASI PENDIDIKAN ,UNP,17,28.56,abcde
2,172021,PENDIDIKAN LUAR BIASA ,UNP,17,26.15,abcde
2,172035,TEKNOLOGI PENDIDIKAN ,UNP,17,26.37,abcde
2,172043,PENDIDIKAN LUAR SEKOLAH ,UNP,17,24.15,abcde
2,172051,BIMBINGAN DAN KONSELING ,UNP,17,27.15,abcde
2,172065,PSIKOLOGI ,UNP,17,31.15,abcde
2,172073,PGSD (PENDIDIKAN GURU SEKOLAH DASAR) ,UNP,17,35.35,abcde
2,172081,PEND. GURU PENDIDIKAN ANAK USIA DINI ,UNP,17,29.65,abcde
2,172095,PENDD. BHS & SAST. INDO. & DAERAH ,UNP,17,28.78,abcde
2,172102,BAHASA & SASTRA INDONESIA (NK) ,UNP,17,26.99,abcde
2,172116,PENDD. BHS INGGRIS ,UNP,17,32.68,abcde
2,172124,BAHASA & SASTRA INGGRIS (NK) ,UNP,17,30.27,abcde
2,172132,PENDIDIKAN SENI RUPA ,UNP,17,25.56,abcde
2,172146,PENDIDIKAN SENDRATASIK ,UNP,17,26.56,abcde
2,172154,PENDIDIKAN GEOGRAFI ,UNP,17,28.18,abcde
2,172162,PENDIDIKAN SEJARAH ,UNP,17,28.18,abcde
2,172176,PENDIDIKAN SOSIOLOGI ANTROPOLOGI ,UNP,17,27.56,abcde
2,172184,PEND. PANCASILA & KEWARGANEGARAAN (PPKN) ,UNP,17,28.18,abcde
2,172192,ILMU ADMINISTRASI NEGARA (NK) ,UNP,17,29.27,abcde
2,172205,PENDIDIKAN EKONOMI ,UNP,17,29.18,abcde
2,172213,MANAJEMEN (NK) ,UNP,17,33.15,abcde
2,172221,AKUNTANSI (NK) ,UNP,17,32.77,abcde
2,172235,EKONOMI PEMBANGUNAN (NK) ,UNP,17,34.68,abcde
2,172243,PENDD. KESEJAHTERAAN KELUARGA ,UNP,17,27.18,abcde
2,172251,TATA RIAS DAN KECANTIKAN (NK) ,UNP,17,26.65,abcde
2,172265,PENJASKESREK ,UNP,17,26.49,abcde
2,172273,PENDD. KEPELATIHAN OLAHRAGA ,UNP,17,28.15,abcde
2,172281,GEOGRAFI (NK) ,UNP,17,27.45,abcde
2,172295,MANAJEMEN PERHOTELAN (NK) ,UNP,17,30.15,abcde
2,172302,DISAIN KOM. VISUAL (NK) ,UNP,17,28.47,abcde
2,172316,PENDIDIKAN BAHASA JEPANG ,UNP,17,30.25,abcde
2,172324,PENDIDIKAN MUSIK ,UNP,17,,abcde
2,172332,PENDIDIKAN KEAGAMAAN ISLAM ,UNP,17,,abcde
2,172346,PERPUSTAKAAN DAN ILMU INFORMASI ,UNP,17,,abcde
1,181012,AGRIBISNIS ,UNAND,18,29.51,abcde
1,181026,AGROEKOTEKNOLOGI ,UNAND,18,27.65,abcde
1,181034,PENDIDIKAN DOKTER ,UNAND,18,43.32,abcde
1,181042,ILMU KEPERAWATAN ,UNAND,18,38.23,abcde
1,181056,ILMU KESEHATAN MASYARAKAT ,UNAND,18,32.15,abcde
1,181064,PENDIDIKAN DOKTER GIGI ,UNAND,18,41.35,abcde
1,181072,KIMIA ,UNAND,18,29.93,abcde
1,181086,BIOLOGI ,UNAND,18,29.95,abcde
1,181094,MATEMATIKA ,UNAND,18,29.32,abcde
1,181101,FISIKA ,UNAND,18,30.6,abcde
1,181115,SISTEM KOMPUTER ,UNAND,18,35.65,abcde
1,181123,PETERNAKAN ,UNAND,18,28.45,abcde
1,181131,TEKNIK MESIN ,UNAND,18,39.96,abcde
1,181145,TEKNIK SIPIL ,UNAND,18,39.82,abcde
1,181153,TEKNIK INDUSTRI ,UNAND,18,43.34,abcde
1,181161,TEKNIK LINGKUNGAN ,UNAND,18,39.32,abcde
1,181175,TEKNIK ELEKTRO ,UNAND,18,41.04,abcde
1,181183,FARMASI ,UNAND,18,39.98,abcde
1,181191,TEKNIK PERTANIAN ,UNAND,18,32.09,abcde
1,181204,TEKNOLOGI HASIL PERTANIAN ,UNAND,18,30.21,abcde
1,181212,SISTEM INFORMASI ,UNAND,18,32.56,abcde
1,181226,PSIKOLOGI ,UNAND,18,36.15,abcde
1,181234,ILMU TANAH ,UNAND,18,25.25,abcde
1,181242,AGROEKOTEKNOLOGI (KAMPUS 3 DHARMASRAYA) ,UNAND,18,27.95,abcde
1,181256,PETERNAKAN ( KAMPUS II PAYAKUMBUH) ,UNAND,18,25.65,abcde
1,181264,KEBIDANAN ,UNAND,18,35.55,abcde
1,181272,GIZI ,UNAND,18,33.65,abcde
1,181286,PROTEKSI TANAMAN ,UNAND,18,,abcde
2,182014,EKONOMI PEMBANGUNAN ,UNAND,18,35.49,abcde
2,182022,ILMU HUKUM ,UNAND,18,40.18,abcde
2,182036,ILMU SEJARAH ,UNAND,18,26.95,abcde
2,182044,SOSIOLOGI ,UNAND,18,30.65,abcde
2,182052,ANTROPOLOGI SOSIAL ,UNAND,18,27.96,abcde
2,182066,MANAJEMEN ,UNAND,18,40.65,abcde
2,182074,AKUNTANSI ,UNAND,18,43.15,abcde
2,182082,ILMU POLITIK ,UNAND,18,32.65,abcde
2,182096,ILMU ADMINISTRASI NEGARA ,UNAND,18,37.35,abcde
2,182103,SASTRA INDONESIA ,UNAND,18,26.4,abcde
2,182111,SASTRA INGGRIS ,UNAND,18,38.9,abcde
2,182125,SASTRA DAERAH MINANGKABAU ,UNAND,18,23.9,abcde
2,182133,SASTRA JEPANG ,UNAND,18,32.35,abcde
2,182141,ILMU HUBUNGAN INTERNASIONAL ,UNAND,18,36.46,abcde
2,182155,ILMU KOMUNIKASI ,UNAND,18,37.75,abcde
2,182163,MANAJEMEN (KAMPUS 2 PAYAKUMBUH) ,UNAND,18,31.35,abcde
2,182171,EKONOMI PEMBANGUNAN (KAMPUS 2 PAYAKUMBUH) ,UNAND,18,31.35,abcde
1,191013,FISIKA ,UNRI,19,25.9,abcde
1,191021,KIMIA ,UNRI,19,27.75,abcde
1,191035,MATEMATIKA ,UNRI,19,28.92,abcde
1,191043,BIOLOGI ,UNRI,19,27.87,abcde
1,191051,MANAJEMEN SUMBERDAYA PERAIRAN ,UNRI,19,24.92,abcde
1,191065,BUDIDAYA PERAIRAN ,UNRI,19,26.34,abcde
1,191073,ILMU KELAUTAN ,UNRI,19,28.03,abcde
1,191081,TEKNOLOGI HASIL PERIKANAN ,UNRI,19,26.4,abcde
1,191095,PEMANFAATAN SUMBERDAYA PERIKANAN ,UNRI,19,25.4,abcde
1,191102,SOSIAL EKONOMI PERIKANAN ,UNRI,19,26.04,abcde
1,191116,AGROTEKNOLOGI ,UNRI,19,27.65,abcde
1,191124,SOSIAL EKONOMI PERTANIAN (AGRIBISNIS) ,UNRI,19,29.51,abcde
1,191132,TEKNOLOGI HASIL PERTANIAN ,UNRI,19,27.06,abcde
1,191146,KEHUTANAN ,UNRI,19,30.65,abcde
1,191154,TEKNIK SIPIL ,UNRI,19,39.34,abcde
1,191162,TEKNIK KIMIA ,UNRI,19,39.59,abcde
1,191176,TEKNIK MESIN ,UNRI,19,36.4,abcde
1,191184,TEKNIK ELEKTRO ,UNRI,19,38.65,abcde
1,191192,PEND. DOKTER ,UNRI,19,40.51,abcde
1,191205,ILMU KEPERAWATAN ,UNRI,19,34.36,abcde
1,191213,PEND. MATEMATIKA ,UNRI,19,27.54,abcde
1,191221,PEND. BIOLOGI ,UNRI,19,31.28,abcde
1,191235,PEND. FISIKA ,UNRI,19,27.29,abcde
1,191243,PEND. KIMIA ,UNRI,19,26.7,abcde
1,191251,TEKNIK LINGKUNGAN ,UNRI,19,37.95,abcde
1,191265,TEKNIK ARSITEK ,UNRI,19,37.15,abcde
1,191273,SISTEM INFORMASI ,UNRI,19,37.85,abcde
1,191281,TEKNIK INFORMATIKA ,UNRI,19,38.35,abcde
1,191295,TEKNOLOGI INDUSTRI PERTANIAN ,UNRI,19,,abcde
1,191302,STATISTIKA ,UNRI,19,,abcde
2,192015,HUBUNGAN INTERNASIONAL ,UNRI,19,38.6,abcde
2,192023,ILMU PEMERINTAHAN ,UNRI,19,36.58,abcde
2,192031,ILMU ADMINISTRASI NEGARA ,UNRI,19,36.49,abcde
2,192045,ILMU ADMINISTRASI NIAGA ,UNRI,19,32.68,abcde
2,192053,SOSIOLOGI ,UNRI,19,30.18,abcde
2,192061,ILMU KOMUNIKASI ,UNRI,19,39.8,abcde
2,192075,PARIWISATA ,UNRI,19,31.95,abcde
2,192083,EKONOMI PEMBANGUNAN ,UNRI,19,35.61,abcde
2,192091,MANAJEMEN ,UNRI,19,39.38,abcde
2,192104,AKUNTANSI ,UNRI,19,38.38,abcde
2,192112,ILMU HUKUM ,UNRI,19,41.99,abcde
2,192126,PEND. EKONOMI ,UNRI,19,32.55,abcde
2,192134,PEND. PANCASILA & KEWARGANEGARAAN (PPKN) ,UNRI,19,27.15,abcde
2,192142,PEND. SEJARAH ,UNRI,19,30.3,abcde
2,192156,"PEND. BAHASA, SASTRA INDONEIA & DAERAH ",UNRI,19,24.47,abcde
2,192164,PEND. BHS. INGGRIS ,UNRI,19,37.67,abcde
2,192172,PEND. BAHASA JEPANG ,UNRI,19,30.25,abcde
2,192186,PEND. LUAR SEKOLAH ,UNRI,19,29.35,abcde
2,192194,BIMBINGAN KONSELING ,UNRI,19,35.15,abcde
2,192201,PEND JASMANI KESEHATAN & REKREASI ,UNRI,19,26.91,abcde
2,192215,PEND KEPELATIHAN OLAHRAGA ,UNRI,19,25.6,abcde
2,192223,PGSD ,UNRI,19,24.92,abcde
2,192231,PAUD ,UNRI,19,24.69,abcde
1,201016,ILMU PETERNAKAN ,UIN SUSKA,20,23.25,abcde
1,201024,MATEMATIKA ,UIN SUSKA,20,25.65,abcde
