KELOMPOK,KODEJUR,JURUSAN,PTN,KODEPTN,NILAIMIN,dummy
2,422185,"SENI RUPA (DKV,LUKIS,PTNG,GRAFIS,GBR KRIYA) ",UNNES,42,26.49,abcde
2,422193,PENDIDIKAN EKONOMI (PENDIDIKAN AKUNTANSI) ,UNNES,42,32.21,abcde
2,422206,PENDIDIKAN EKONOMI (PENDIDIKAN KOPERASI) ,UNNES,42,32.21,abcde
2,422214,PEND. EKONOMI (PEND. ADMIN. PEKANTORAN) ,UNNES,42,32.21,abcde
2,422222,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNNES,42,32.78,abcde
2,422236,PENDIDIKAN BAHASA INGGRIS ,UNNES,42,33.27,abcde
2,422244,PENDIDIKAN BAHASA PRANCIS ,UNNES,42,27.5,abcde
2,422252,PENDIDIKAN SENI RUPA ,UNNES,42,25.49,abcde
2,422266,SASTRA INDONESIA ,UNNES,42,26.26,abcde
2,422274,SASTRA INGGRIS ,UNNES,42,34.8,abcde
2,422282,SASTRA PRANCIS ,UNNES,42,26.2,abcde
2,422296,ILMU SEJARAH ,UNNES,42,26.25,abcde
2,422303,SASTRA JAWA ,UNNES,42,25.39,abcde
2,422311,PENDIDIKAN BAHASA DAN SASTRA JAWA ,UNNES,42,26.27,abcde
2,422325,"P. SENI DRAMA, TARI & MUSIK (P. SENI TARI) ",UNNES,42,26.36,abcde
2,422333,"P. SENI DRAMA, TARI & MUSIK (P. SENI MUSIK) ",UNNES,42,26.37,abcde
2,422341,PENDIDIKAN BAHASA JEPANG ,UNNES,42,26.65,abcde
2,422355,PENDIDIKAN BAHASA ARAB ,UNNES,42,26.15,abcde
2,422363,PENDIDIKAN GURU SEKOLAH DASAR ,UNNES,42,33.65,abcde
2,422371,PEND.GURU PEND. ANAK USIA DINI (PGPAUD) ,UNNES,42,25.75,abcde
2,422385,PENDIDIKAN TATA KECANTIKAN ,UNNES,42,26.71,abcde
2,422393,PENDIDIKAN BAHASA MANDARIN ,UNNES,42,26.15,abcde
2,422406,ILMU POLITIK ,UNNES,42,27.75,abcde
2,422414,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI (PENDIDIKAN GURU PENDIDIKAN JASMANI SEKOLAH DASAR) ,UNNES,42,27.95,abcde
2,422436,PENDIDIKAN ILMU PENGETAHUAN SOSIAL ,UNNES,42,26.45,abcde
2,422444,PENDIDIKAN KESEJAHTERAAN KELUARGA ,UNNES,42,,abcde
1,431013,KESEHATAN MASYARAKAT ,UNDIP,43,39.31,abcde
1,431021,PENDIDIKAN DOKTER ,UNDIP,43,48.96,abcde
1,431035,ILMU KEPERAWATAN ,UNDIP,43,37.23,abcde
1,431043,ILMU GIZI ,UNDIP,43,37.15,abcde
1,431051,MATEMATIKA ,UNDIP,43,33.92,abcde
1,431065,BIOLOGI ,UNDIP,43,33.37,abcde
1,431073,KIMIA ,UNDIP,43,33.26,abcde
1,431081,FISIKA ,UNDIP,43,34.48,abcde
1,431095,STATISTIKA ,UNDIP,43,40.15,abcde
1,431102,TEKNIK INFORMATIKA ,UNDIP,43,40.15,abcde
1,431116,MANAJEMEN SD PERAIRAN ,UNDIP,43,28.34,abcde
1,431124,BUDIDAYA PERAIRAN ,UNDIP,43,30.25,abcde
1,431132,PEMANFAATAN SD PERIKANAN ,UNDIP,43,28.2,abcde
1,431146,ILMU KELAUTAN ,UNDIP,43,34.59,abcde
1,431154,OCEANOGRAFI ,UNDIP,43,34.17,abcde
1,431162,TEKNOLOGI HASIL PERIKANAN ,UNDIP,43,32.25,abcde
1,431176,TEKNIK SIPIL ,UNDIP,43,41.17,abcde
1,431184,TEKNIK ARSITEKTUR ,UNDIP,43,39.97,abcde
1,431192,TEKNIK MESIN ,UNDIP,43,43.31,abcde
1,431205,TEKNIK KIMIA ,UNDIP,43,46.37,abcde
1,431213,TEKNIK ELEKTRO ,UNDIP,43,48.65,abcde
1,431221,TEKNIK P W K ,UNDIP,43,41.31,abcde
1,431235,TEKNIK INDUSTRI ,UNDIP,43,47.34,abcde
1,431243,TEKNIK LINGKUNGAN ,UNDIP,43,43.31,abcde
1,431251,TEKNIK PERKAPALAN ,UNDIP,43,37.35,abcde
1,431265,TEKNIK GEOLOGI ,UNDIP,43,39.65,abcde
1,431273,TEKNIK GEODESI ,UNDIP,43,36.55,abcde
1,431281,SISTEM KOMPUTER ,UNDIP,43,39.15,abcde
1,431295,PETERNAKAN ,UNDIP,43,27.51,abcde
1,431302,TEKNOLOGI PANGAN ,UNDIP,43,37.75,abcde
1,431316,AGROEKOTEKNOLOGI ,UNDIP,43,30.05,abcde
1,431324,AGRIBISNIS ,UNDIP,43,32.55,abcde
1,431332,KEDOKTERAN GIGI ,UNDIP,43,,abcde
1,431346,FARMASI ,UNDIP,43,,abcde
2,432015,BAHASA & SASTRA INDONESIA ,UNDIP,43,31.9,abcde
2,432023,BAHASA & SASTRA INGGRIS ,UNDIP,43,39.68,abcde
2,432031,SEJARAH INDONESIA ,UNDIP,43,31.3,abcde
2,432045,ILMU PERPUSTAKAAN ,UNDIP,43,33.75,abcde
2,432053,ILMU HUKUM ,UNDIP,43,42.24,abcde
2,432061,MANAJEMEN ,UNDIP,43,43.83,abcde
2,432075,ILMU EKONOMI & STUDI PEMB. ,UNDIP,43,38.3,abcde
2,432083,AKUNTANSI ,UNDIP,43,43.57,abcde
2,432091,ILMU ADM. PUBLIK ,UNDIP,43,40.05,abcde
2,432104,ILMU ADM. BISNIS ,UNDIP,43,36.86,abcde
2,432112,PEMERINTAHAN ,UNDIP,43,36.65,abcde
2,432126,KOMUNIKASI ,UNDIP,43,40.7,abcde
2,432134,PSIKOLOGI ,UNDIP,43,40.99,abcde
2,432142,BAHASA JEPANG ,UNDIP,43,36.65,abcde
2,432156,HUBUNGAN INTERNASIONAL ,UNDIP,43,40.31,abcde
2,432164,ANTROPOLOGI SOSIAL ,UNDIP,43,28.65,abcde
2,432172,EKONOMI ISLAM ,UNDIP,43,32.15,abcde
1,441014,KEDOKTERAN ,UNS,44,47.06,abcde
1,441022,PSIKOLOGI ,UNS,44,35.82,abcde
1,441036,AGROTEKNOLOGI / AGROEKOTEKNOLOGI ,UNS,44,28.48,abcde
1,441044,AGRIBISNIS ,UNS,44,33.23,abcde
1,441052,PETERNAKAN ,UNS,44,28.45,abcde
1,441066,ILMU DAN TEKNOLOGI PANGAN ,UNS,44,27.57,abcde
1,441074,TEKNIK SIPIL ,UNS,44,42.35,abcde
1,441082,ARSITEKTUR ,UNS,44,35.42,abcde
1,441096,TEKNIK INDUSTRI ,UNS,44,44.04,abcde
1,441103,TEKNIK MESIN ,UNS,44,37.65,abcde
1,441111,TEKNIK KIMIA ,UNS,44,39.71,abcde
1,441125,MATEMATIKA ,UNS,44,32.37,abcde
1,441133,FISIKA ,UNS,44,29.7,abcde
1,441141,KIMIA ,UNS,44,33.29,abcde
1,441155,BIOLOGI ,UNS,44,32.27,abcde
1,441163,PERENCANAAN WILAYAH DAN KOTA (PWK) ,UNS,44,37.65,abcde
1,441171,INFORMATIKA ,UNS,44,43.65,abcde
1,441185,PENDIDIKAN FISIKA ,UNS,44,31.03,abcde
1,441193,PENDIDIKAN KIMIA ,UNS,44,33.34,abcde
1,441206,PENDIDIKAN BIOLOGI ,UNS,44,33.59,abcde
1,441214,PENDIDIKAN MATEMATIKA ,UNS,44,34.37,abcde
1,441222,PENDIDIKAN TEKNIK MESIN ,UNS,44,28.2,abcde
1,441236,PENDIDIKAN TEKNIK BANGUNAN ,UNS,44,28.15,abcde
1,441244,PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER ,UNS,44,35.65,abcde
1,441252,ILMU TANAH ,UNS,44,27.75,abcde
1,441266,PENYULUHAN DAN KOMUNIKASI PERTANIAN ,UNS,44,28.15,abcde
1,441274,FARMASI ,UNS,44,34.55,abcde
1,441282,TEKNIK ELEKTRO ,UNS,44,38.15,abcde
1,441296,STATISTIKA ,UNS,44,34.55,abcde
1,441303,PENDIDIKAN IPA ,UNS,44,,abcde
2,442016,ILMU ADMINISTRASI NEGARA ,UNS,44,39.3,abcde
2,442024,ILMU KOMUNIKASI ,UNS,44,43.08,abcde
2,442032,SOSIOLOGI ,UNS,44,33.31,abcde
2,442046,ILMU HUKUM ,UNS,44,41.71,abcde
2,442054,EKONOMI PEMBANGUNAN ,UNS,44,39.7,abcde
2,442062,MANAJEMEN ,UNS,44,42.3,abcde
2,442076,AKUNTANSI ,UNS,44,41.49,abcde
2,442084,ILMU SEJARAH ,UNS,44,30.86,abcde
2,442092,SASTRA INDONESIA ,UNS,44,32.49,abcde
2,442105,SASTRA INGGRIS ,UNS,44,38.27,abcde
2,442113,SASTRA DAERAH UNTUK SASTRA JAWA ,UNS,44,25.33,abcde
2,442121,KRIYA SENI (DESAIN TEKSTIL) ,UNS,44,28.11,abcde
2,442135,"SENI RUPA MURNI (LUKIS, GRFS, PTNG, KRMIK) ",UNS,44,27.8,abcde
2,442143,DESAIN INTERIOR ,UNS,44,33.8,abcde
2,442151,DESAIN KOMUNIKASI VISUAL ,UNS,44,34.93,abcde
2,442165,PENDIDIKAN SEJARAH ,UNS,44,31.49,abcde
2,442173,PENDIDIKAN GEOGRAFI ,UNS,44,30.18,abcde
2,442181,PEND. PANCASILA & KEWARGANEGARAAN (PPKN) ,UNS,44,32.93,abcde
2,442195,PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS) ,UNS,44,27.65,abcde
2,442202,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI ",UNS,44,30.11,abcde
2,442216,PENDIDIKAN KEPELATIHAN OLAHRAGA ,UNS,44,31.36,abcde
2,442232,"PEND. BAHASA, SASTRA INDONESIA & DAERAH ",UNS,44,33.67,abcde
2,442246,PENDIDIKAN BAHASA INGGRIS ,UNS,44,37.71,abcde
2,442254,PENDIDIKAN SENI RUPA ,UNS,44,25.46,abcde
2,442262,PENDIDIKAN SOSIOLOGI ANTROPOLOGI ,UNS,44,33.02,abcde
2,442276,PEND. GURU SEKOLAH DASAR (PGSD) SURAKARTA ,UNS,44,35.65,abcde
2,442284,BIMBINGAN DAN KONSELING ,UNS,44,33.35,abcde
2,442292,PEND. GURU PEND ANAK USIA DINI (PG-PAUD) ,UNS,44,26.47,abcde
2,442305,SASTRA ARAB ,UNS,44,27.38,abcde
2,442313,PENDIDIKAN BAHASA JAWA ,UNS,44,25.47,abcde
2,442321,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN ,UNS,44,35.65,abcde
2,442335,HUBUNGAN INTERNASIONAL ,UNS,44,40.55,abcde
2,442343,PENDIDIKAN AKUNTANSI ,UNS,44,35.65,abcde
2,442351,PENDIDIKAN ADMINISTRASI PERKANTORAN ,UNS,44,34.54,abcde
2,442365,PENDIDIKAN EKONOMI ,UNS,44,33.15,abcde
1,451053,GIZI ,WALISONGO,45,,abcde
1,451061,MATEMATIKA ,WALISONGO,45,,abcde
1,451075,KIMIA ,WALISONGO,45,,abcde
1,451083,FISIKA ,WALISONGO,45,,abcde
1,451091,BIOLOGI ,WALISONGO,45,,abcde
2,452196,PSIKOLOGI ,WALISONGO,45,,abcde
2,452203,SOSIOLOGI ,WALISONGO,45,,abcde
2,452211,ILMU POLITIK ,WALISONGO,45,,abcde
2,452225,ILMU HUKUM ,WALISONGO,45,,abcde
1,461016,PENDIDIKAN MATEMATIKA ,UNY,46,32.87,abcde
1,461024,PENDIDIKAN FISIKA ,UNY,46,28.16,abcde
1,461032,PENDIDIKAN KIMIA ,UNY,46,31.84,abcde
1,461046,PENDIDIKAN BIOLOGI ,UNY,46,33.2,abcde
1,461054,PENDIDIKAN TEKNIK ELEKTRONIKA ,UNY,46,31.3,abcde
1,461062,PENDIDIKAN TEKNIK OTOMOTIF ,UNY,46,30.78,abcde
1,461076,PENDIDIKAN TEKNIK MESIN ,UNY,46,28.15,abcde
1,461084,PENDIDIKAN TEKNIK ELEKTRO ,UNY,46,29.83,abcde
1,461092,PENDIDIKAN TEKNIK SIPIL & PERENCANAAN ,UNY,46,29.73,abcde
1,461105,MATEMATIKA ,UNY,46,30.73,abcde
1,461113,FISIKA ,UNY,46,30.15,abcde
1,461121,KIMIA ,UNY,46,31.79,abcde
1,461135,BIOLOGI ,UNY,46,30.01,abcde
1,461143,PENDIDIKAN TEKNIK MEKATRONIKA ,UNY,46,29.65,abcde
1,461151,PENDIDIKAN TEKNIK INFORMATIKA ,UNY,46,33.65,abcde
1,461165,PENDIDIKAN IPA ,UNY,46,32.65,abcde
1,461173,ILMU KEOLAHRAGAAN ,UNY,46,26.66,abcde
2,462012,MANAJEMEN PENDIDIKAN ,UNY,46,29.68,abcde
2,462026,BIMBINGAN & KONSELING ,UNY,46,32.9,abcde
2,462034,TEKNOLOGI PENDIDIKAN ,UNY,46,29.12,abcde
2,462042,PENDIDIKAN LUAR BIASA ,UNY,46,27.78,abcde
2,462056,PENDIDIKAN LUAR SEKOLAH ,UNY,46,27.65,abcde
2,462064,PENDIDIKAN SENI KERAJINAN ,UNY,46,28.34,abcde
2,462072,PENDIDIKAN KEWARGANEGARAAN ,UNY,46,29.59,abcde
2,462086,PENDIDIKAN SEJARAH ,UNY,46,30.78,abcde
2,462094,PENDIDIKAN GEOGRAFI ,UNY,46,32.68,abcde
2,462101,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI ,UNY,46,31.12,abcde
2,462115,PENDIDIKAN KEPELATIHAN OLAHRAGA ,UNY,46,30.06,abcde
2,462123,PENDIDIKAN TEKNIK BUSANA ,UNY,46,30.18,abcde
2,462131,PENDIDIKAN TEKNIK BOGA ,UNY,46,30.49,abcde
2,462145,PENDIDIKAN ADMINISTRASI PERKANTORAN ,UNY,46,34.49,abcde
2,462153,PENDIDIKAN AKUNTANSI ,UNY,46,35.49,abcde
2,462161,PENDIDIKAN EKONOMI ,UNY,46,33.74,abcde
2,462175,MANAJEMEN ,UNY,46,36.81,abcde
2,462183,ILMU SEJARAH ,UNY,46,32.12,abcde
2,462191,AKUNTANSI ,UNY,46,34.4,abcde
2,462204,PENDIDIKAN SOSIOLOGI ,UNY,46,27.51,abcde
2,462212,PENDIDIKAN IPS ,UNY,46,27.95,abcde
2,462226,ADMINISTRASI NEGARA ,UNY,46,34.75,abcde
2,462234,KEBIJAKAN PENDIDIKAN ,UNY,46,28.35,abcde
2,462242,PENDIDIKAN GURU SEKOLAH DASAR ,UNY,46,35.15,abcde
2,462256,PENDIDIKAN GURU PAUD ,UNY,46,34.25,abcde
2,462264,PGSD PENDIDIKAN JASMANI ,UNY,46,33.95,abcde
2,462272,PENDIDIKAN BAHASA INGGRIS ,UNY,46,35.59,abcde
2,462286,PENDIDIKAN BAHASA JERMAN ,UNY,46,28.81,abcde
2,462294,PENDIDIKAN BAHASA PRANCIS ,UNY,46,28.53,abcde
2,462301,PENDIDIKAN SENI RUPA ,UNY,46,27.71,abcde
2,462315,BAHASA DAN SASTRA INDONESIA ,UNY,46,29.56,abcde
2,462323,BAHASA DAN SASTRA INGGRIS ,UNY,46,35.56,abcde
2,462331,PENDIDIKAN SENI TARI ,UNY,46,26.15,abcde
2,462345,PENDIDIKAN SENI MUSIK ,UNY,46,29.53,abcde
2,462353,PENDIDIKAN BAHASA DAN SASTRA INDONESIA ,UNY,46,34.38,abcde
2,462361,PENDIDIKAN BAHASA JAWA ,UNY,46,26.27,abcde
2,462375,ILMU KOMUNIKASI ,UNY,46,37.75,abcde
2,462383,PSIKOLOGI ,UNY,46,37.15,abcde
1,471011,BIOLOGI ,UGM,47,38.2,abcde
1,471025,FARMASI ,UGM,47,45.31,abcde
1,471033,GEOGRAFI DAN ILMU LINGKUNGAN ,UGM,47,30.32,abcde
1,471041,KARTOGRAFI DAN PENGINDRAAN JAUH ,UGM,47,30.21,abcde
1,471055,PEMBANGUNAN WILAYAH ,UGM,47,38,abcde
1,471063,PENDIDIKAN DOKTER ,UGM,47,53.2,abcde
1,471071,ILMU KEPERAWATAN ,UGM,47,36.2,abcde
1,471085,GIZI KESEHATAN ,UGM,47,38,abcde
1,471093,PENDIDIKAN DOKTER GIGI ,UGM,47,46.85,abcde
1,471106,KEDOKTERAN HEWAN ,UGM,47,39.69,abcde
1,471152,FISIKA ,UGM,47,34.03,abcde
1,471166,KIMIA ,UGM,47,39.7,abcde
1,471174,MATEMATIKA ,UGM,47,38.94,abcde
1,471182,ILMU KOMPUTER ,UGM,47,50.86,abcde
1,471196,STATISTIKA ,UGM,47,42.3,abcde
1,471203,GEOFISIKA ,UGM,47,36.1,abcde
1,471211,ELEKTRONIKA DAN INSTRUMENTASI ,UGM,47,40.69,abcde
1,471225,AGRONOMI ,UGM,47,35.55,abcde
1,471241,ILMU TANAH ,UGM,47,36.52,abcde
1,471255,SOS.EK. PERTANIAN (AGROBISNIS) ,UGM,47,38.1,abcde
1,471263,ILMU HAMA & PENYAKIT TUMBUHAN ,UGM,47,34.66,abcde
1,471271,PENYULUHAN & KOMUNIKASI PERTANIAN ,UGM,47,30.8,abcde
1,471285,BUDIDAYA PERIKANAN ,UGM,47,35.33,abcde
1,471293,TEKNOLOGI HASIL PERIKANAN ,UGM,47,31.75,abcde
1,471306,MANAJ. SUMBER DAYA PERIKANAN ,UGM,47,32.54,abcde
1,471314,MIKROBIOLOGI PERTANIAN ,UGM,47,30.34,abcde
1,471322,ILMU DAN INDUSTRI PETERNAKAN ,UGM,47,34.52,abcde
1,471336,ARSITEKTUR ,UGM,47,44.11,abcde
1,471344,PERENCANAAN WILAYAH DAN KOTA ,UGM,47,40.8,abcde
1,471352,TEKNIK GEODESI ,UGM,47,40.6,abcde
1,471366,TEKNIK GEOLOGI ,UGM,47,40.15,abcde
1,471374,TEKNIK KIMIA ,UGM,47,50.12,abcde
1,471382,TEKNIK ELEKTRO ,UGM,47,52.15,abcde
1,471396,TEKNIK MESIN ,UGM,47,48.26,abcde
1,471403,TEKNIK SIPIL ,UGM,47,45.1,abcde
1,471411,TEKNIK NUKLIR ,UGM,47,39,abcde
1,471425,TEKNIK FISIKA ,UGM,47,46.21,abcde
1,471433,TEKNIK INDUSTRI ,UGM,47,48.24,abcde
1,471441,TEKNIK PERTANIAN ,UGM,47,40.8,abcde
1,471455,TEKNOLOGI PANGAN & HASIL PERTANIAN ,UGM,47,41.11,abcde
1,471463,TEKNOLOGI INDUSTRI PERTANIAN ,UGM,47,38.16,abcde
1,471471,HYGIENE GIGI ,UGM,47,,abcde
1,471485,KEHUTANAN ,UGM,47,36.5,abcde
1,471493,TEKNOLOGI INFORMASI ,UGM,47,44.23,abcde
2,472013,ILMU EKONOMI ,UGM,47,42.91,abcde
2,472021,MANAJEMEN ,UGM,47,43.99,abcde
2,472035,AKUNTANSI ,UGM,47,45.38,abcde
2,472043,ILMU FILSAFAT ,UGM,47,30.58,abcde
2,472051,ILMU HUKUM ,UGM,47,46.24,abcde
2,472065,ANTROPOLOGI BUDAYA ,UGM,47,31.59,abcde
2,472073,ARKEOLOGI ,UGM,47,30.68,abcde
2,472081,ILMU SEJARAH ,UGM,47,31.6,abcde
2,472095,SASTRA ARAB ,UGM,47,31.62,abcde
2,472102,SASTRA INDONESIA ,UGM,47,31.92,abcde
2,472116,SASTRA INGGRIS ,UGM,47,41.77,abcde
2,472124,SASTRA NUSANTARA ,UGM,47,30.61,abcde
2,472132,SASTRA PERANCIS ,UGM,47,34.77,abcde
2,472146,SASTRA JEPANG ,UGM,47,37.49,abcde
2,472154,BAHASA KOREA ,UGM,47,32.87,abcde
2,472162,MANAJEMEN DAN KEBIJAKAN PUBLIK (AN) ,UGM,47,41.49,abcde
2,472176,ILMU HUBUNGAN INTERNASIONAL ,UGM,47,43.72,abcde
2,472184,ILMU PEMERINTAHAN (POLITIK & PEMERINTAHAN) ,UGM,47,40.27,abcde
2,472192,ILMU SOSIATRI/PEMB. SOSIAL & KESEJAHTERAAN ,UGM,47,37.96,abcde
2,472205,ILMU KOMUNIKASI ,UGM,47,43.58,abcde
2,472213,SOSIOLOGI ,UGM,47,35.83,abcde
2,472221,PSIKOLOGI ,UGM,47,45.12,abcde
2,472235,PARIWISATA ,UGM,47,30.37,abcde
1,481012,MATEMATIKA ,UINSUKA,48,26.24,abcde
1,481026,FISIKA ,UINSUKA,48,25.49,abcde
1,481034,KIMIA ,UINSUKA,48,25.95,abcde
1,481042,BIOLOGI ,UINSUKA,48,26.01,abcde
1,481056,TEKNIK INFORMATIKA ,UINSUKA,48,31.63,abcde
1,481064,TEKNIK INDUSTRI ,UINSUKA,48,31.49,abcde
1,481072,PENDIDIKAN MATEMATIKA ,UINSUKA,48,25.8,abcde
1,481086,PENDIDIKAN FISIKA ,UINSUKA,48,25.77,abcde
1,481094,PENDIDIKAN KIMIA ,UINSUKA,48,25.82,abcde
1,481101,PENDIDIKAN BIOLOGI ,UINSUKA,48,25.83,abcde
2,482036,ILMU PERPUSTAKAAN (IP) ,UINSUKA,48,25.57,abcde
2,482206,PSIKOLOGI ,UINSUKA,48,33.07,abcde
2,482214,SOSIOLOGI ,UINSUKA,48,24.59,abcde
2,482222,ILMU KOMUNIKASI ,UINSUKA,48,33.27,abcde
2,482244,SASTRA INGGRIS (SI) ,UINSUKA,48,27.71,abcde
2,482274,ILMU HUKUM (IH) ,UINSUKA,48,34.69,abcde
2,482282,ILMU KESEJAHTERAAN SOSIAL (IKS) ,UINSUKA,48,29.69,abcde
1,491013,TEKNIK GEOLOGI ,UPN YK,49,38.75,abcde
1,491021,TEKNIK PERTAMBANGAN ,UPN YK,49,40.55,abcde
1,491035,TEKNIK PERMINYAKAN ,UPN YK,49,41.65,abcde
1,491043,TEKNIK LINGKUNGAN ,UPN YK,49,39.05,abcde
1,491051,TEKNIK GEOFISIKA ,UPN YK,49,38.75,abcde
1,491065,TEKNIK KIMIA ,UPN YK,49,40.45,abcde
1,491073,TEKNIK INDUSTRI ,UPN YK,49,41.25,abcde
1,491081,TEKNIK INFORMATIKA ,UPN YK,49,41.65,abcde
1,491095,AGROTEKNOLOGI ,UPN YK,49,34.45,abcde
1,491102,AGRIBISNIS ,UPN YK,49,35.15,abcde
1,491116,METALURGI ,UPN YK,49,,abcde
1,491124,ILMU TANAH ,UPN YK,49,,abcde
1,491132,SISTEM INFORMASI ,UPN YK,49,,abcde
2,492015,MANAJEMEN ,UPN YK,49,40.85,abcde
2,492023,AKUNTANSI ,UPN YK,49,40.25,abcde
2,492031,EKONOMI PEMBANGUNAN ,UPN YK,49,39.35,abcde
2,492045,ILMU HUBUNGAN INTERNASIONAL ,UPN YK,49,40.15,abcde
2,492053,ILMU ADMINISTRASI BISNIS ,UPN YK,49,38.65,abcde
2,492061,ILMU KOMUNIKASI ,UPN YK,49,40.75,abcde
1,501016,PEND. MATEMATIKA ,UNESA,50,34.09,abcde
1,501024,PEND. FISIKA ,UNESA,50,31.38,abcde
1,501032,PEND. KIMIA ,UNESA,50,32.06,abcde
1,501046,PEND. BIOLOGI ,UNESA,50,34.02,abcde
1,501054,MATEMATIKA ,UNESA,50,30.05,abcde
1,501062,FISIKA ,UNESA,50,30.95,abcde
1,501076,KIMIA ,UNESA,50,30.95,abcde
1,501084,BIOLOGI ,UNESA,50,30.59,abcde
1,501092,PEND. SAINS ,UNESA,50,32.37,abcde
1,501105,PEND. TEKNIK ELEKTRO ,UNESA,50,31,abcde
1,501113,PEND. TEKNIK MESIN ,UNESA,50,30.52,abcde
1,501121,PEND. TEKNIK BANGUNAN ,UNESA,50,26.37,abcde
1,501135,ILMU KEOLAHRAGAAN ,UNESA,50,27.01,abcde
1,501143,TEKNIK SIPIL ,UNESA,50,28.24,abcde
1,501151,PENDIDIKAN TEKNOLOGI INFORMASI ,UNESA,50,33.45,abcde
1,501165,TEKNIK ELEKTRO ,UNESA,50,32.86,abcde
1,501173,TEKNIK MESIN ,UNESA,50,32.15,abcde
1,501181,SISTEM INFORMASI ,UNESA,50,32.75,abcde
1,501195,TEKNIK INFORMATIKA ,UNESA,50,33.55,abcde
1,501202,GIZI ,UNESA,50,,abcde
2,502012,PSIKOLOGI PENDIDIKAN DAN BIMBINGAN ,UNESA,50,30.12,abcde
2,502026,KURIKULUM DAN TEKNOLOGI PENDIDIKAN ,UNESA,50,29.06,abcde
2,502034,PENDIDIKAN LUAR SEKOLAH ,UNESA,50,28,abcde
2,502042,PENDI. LUAR BIASA ,UNESA,50,27.78,abcde
2,502056,PGSD ,UNESA,50,35.57,abcde
2,502064,PSIKOLOGI ,UNESA,50,34.57,abcde
2,502072,PG-PAUD ,UNESA,50,34.17,abcde
2,502086,P. BAHASA DAN SASTRA INDONESIA ,UNESA,50,33.69,abcde
2,502094,P. BAHASA INGGRIS ,UNESA,50,36.81,abcde
2,502101,P. BAHASA JERMAN ,UNESA,50,27.4,abcde
2,502115,P. BAHASA JEPANG ,UNESA,50,32.78,abcde
2,502123,P. BAHASA DAERAH (JAWA) ,UNESA,50,26.75,abcde
2,502131,P. SENI RUPA ,UNESA,50,27.34,abcde
2,502145,P. SENDRATASIK ,UNESA,50,29.78,abcde
2,502153,SASTRA INDONESIA ,UNESA,50,29.78,abcde
2,502161,SASTRA INGGRIS ,UNESA,50,37.57,abcde
2,502175,SASTRA JERMAN ,UNESA,50,31.75,abcde
2,502183,PEND. PANCASILA DAN KEWARGANEGARAAN ,UNESA,50,29.81,abcde
2,502191,P. GEOGRAFI ,UNESA,50,30.8,abcde
2,502204,PEND. SEJARAH ,UNESA,50,27.71,abcde
2,502212,SOSIOLOGI ,UNESA,50,29.03,abcde
2,502226,ILMU ADMINISTRASI NEGARA ,UNESA,50,37.17,abcde
2,502242,"PEND. JASMANI, KESEHATAN DAN REKREASI ",UNESA,50,30.56,abcde
2,502256,PEND. KEPELATIHAN OLAHRAGA ,UNESA,50,31,abcde
2,502264,P. EKONOMI ,UNESA,50,36.43,abcde
2,502272,MANAJEMEN ,UNESA,50,36.34,abcde
2,502286,AKUNTANSI ,UNESA,50,38.17,abcde
2,502294,PEND. TATA RIAS ,UNESA,50,30.37,abcde
2,502301,MANAJEMEN PENDIDIKAN ,UNESA,50,26.47,abcde
2,502315,ILMU HUKUM ,UNESA,50,30.47,abcde
2,502323,PEND. BAHASA MANDARIN ,UNESA,50,31.15,abcde
2,502331,PEND. TATA BOGA ,UNESA,50,29.25,abcde
2,502345,PEND. TATA BUSANA ,UNESA,50,29.55,abcde
2,502353,PEND. AKUNTANSI ,UNESA,50,35.15,abcde
2,502361,PEND. TATA NIAGA ,UNESA,50,34.25,abcde
2,502375,PEND. ADM. PERKANTORAN ,UNESA,50,34.15,abcde
2,502383,ILMU KOMUNIKASI ,UNESA,50,35.87,abcde
2,502391,SENI MUSIK ,UNESA,50,30.05,abcde
2,502404,DESAIN KOMUNIKASI VISUAL ,UNESA,50,34.65,abcde
2,502412,SENI RUPA MURNI ,UNESA,50,29.55,abcde
2,502426,EKONOMI ISLAM ,UNESA,50,32.15,abcde
2,502434,PEND. ILMU PENGETAHUAN SOSIAL ,UNESA,50,,abcde
2,502442,EKONOMI ,UNESA,50,,abcde
1,511011,FISIKA ,ITS,51,34.06,abcde
1,511025,MATEMATIKA ,ITS,51,36.48,abcde
1,511033,STATISTIKA ,ITS,51,37.52,abcde
1,511041,KIMIA ,ITS,51,34.53,abcde
1,511055,BIOLOGI ,ITS,51,33.59,abcde
1,511063,TEKNIK MESIN ,ITS,51,48.64,abcde
1,511071,TEKNIK ELEKTRO ,ITS,51,48.88,abcde
1,511085,TEKNIK KIMIA ,ITS,51,47.87,abcde
1,511093,TEKNIK FISIKA ,ITS,51,40.56,abcde
1,511106,TEKNIK INDUSTRI ,ITS,51,50.31,abcde
1,511114,TEKNIK MATERIAL ,ITS,51,34.59,abcde
1,511122,TEKNIK SIPIL ,ITS,51,45.62,abcde
